ID,Name,Age,Gender,Sales,Profit,Date,Category,Discount
51,David,35.0,Male,300.0,20.0,,Furniture,5.0
52,David,25.0,Male,100.0,40.0,,Grocery,10.0
53,David,35.0,Female,100.0,30.0,,Furniture,10.0
54,Eve,25.0,Male,400.0,30.0,,Grocery,10.0
56,Alice,25.0,Male,200.0,10.0,,Electronics,10.0
57,David,20.0,Other,100.0,20.0,,Clothing,10.0
60,Bob,30.0,Male,200.0,40.0,,Furniture,20.0
61,Bob,25.0,Male,100.0,20.0,,Furniture,5.0
62,David,30.0,Other,200.0,20.0,,Clothing,5.0
63,Eve,20.0,Male,100.0,20.0,,Electronics,15.0
65,Bob,25.0,Female,100.0,10.0,,Furniture,0.0
67,Bob,25.0,Male,100.0,20.0,,Electronics,0.0
68,Bob,25.0,Other,400.0,20.0,2023-01-01,Grocery,10.0
69,David,30.0,Female,400.0,10.0,,Electronics,10.0
72,Eve,25.0,Female,400.0,40.0,2023-01-01,Clothing,0.0
74,Bob,35.0,Other,400.0,10.0,,Furniture,15.0
75,Eve,20.0,Male,300.0,10.0,,Clothing,5.0
77,Alice,30.0,Male,200.0,40.0,,Electronics,10.0
79,David,30.0,Male,300.0,20.0,,Electronics,0.0
80,David,25.0,Female,400.0,40.0,,Electronics,20.0
82,Alice,25.0,Male,200.0,20.0,,Electronics,20.0
83,Eve,25.0,Female,200.0,30.0,2023-01-01,Grocery,20.0
84,Eve,35.0,Female,200.0,20.0,,Clothing,0.0
86,Alice,20.0,Other,200.0,20.0,,Grocery,20.0
87,Alice,30.0,Male,400.0,30.0,,Electronics,15.0
88,Alice,35.0,Male,200.0,20.0,,Electronics,15.0
89,David,20.0,Female,400.0,20.0,,Clothing,20.0
90,Charlie,35.0,Male,200.0,40.0,2023-01-01,Grocery,10.0
91,Charlie,25.0,Male,100.0,10.0,2023-01-01,Grocery,20.0
93,Charlie,25.0,Male,300.0,20.0,,Electronics,15.0
94,Charlie,25.0,Male,200.0,10.0,,Furniture,0.0
98,Bob,25.0,Female,400.0,40.0,,Clothing,20.0
99,Bob,30.0,Male,300.0,30.0,,Clothing,0.0
101,David,30.0,Other,100.0,20.0,2023-01-01,Furniture,20.0
102,Alice,30.0,Female,400.0,40.0,,Grocery,20.0
103,David,25.0,Male,100.0,30.0,,Grocery,20.0
104,Bob,30.0,Female,100.0,30.0,,Electronics,20.0
105,Alice,35.0,Male,200.0,40.0,,Grocery,20.0
106,Eve,30.0,Male,300.0,20.0,,Grocery,10.0
107,Charlie,25.0,Male,200.0,30.0,2023-01-01,Furniture,5.0
108,David,30.0,Male,100.0,20.0,,Grocery,15.0
109,Charlie,20.0,Other,300.0,10.0,2023-01-01,Furniture,5.0
110,Charlie,25.0,Male,200.0,20.0,,Clothing,15.0
111,Alice,20.0,Female,400.0,30.0,,Furniture,0.0
112,Charlie,25.0,Male,300.0,10.0,,Clothing,20.0
113,Eve,35.0,Other,300.0,40.0,2023-01-01,Furniture,0.0
115,Alice,35.0,Female,400.0,10.0,,Clothing,15.0
116,Eve,20.0,Female,400.0,10.0,2023-01-01,Clothing,10.0
117,Bob,25.0,Other,300.0,30.0,,Grocery,20.0
118,Charlie,25.0,Female,200.0,20.0,,Clothing,0.0
119,Alice,35.0,Female,100.0,30.0,,Furniture,5.0
122,David,25.0,Female,400.0,40.0,,Grocery,20.0
123,Eve,20.0,Female,300.0,40.0,2023-01-01,Furniture,0.0
124,Charlie,25.0,Other,200.0,40.0,,Furniture,5.0
125,Alice,25.0,Other,200.0,40.0,,Electronics,0.0
126,David,25.0,Male,100.0,20.0,,Clothing,10.0
127,Eve,20.0,Male,100.0,30.0,2023-01-01,Grocery,15.0
129,Eve,25.0,Male,100.0,40.0,,Electronics,10.0
130,Eve,30.0,Male,200.0,20.0,,Furniture,10.0
131,Charlie,30.0,Male,200.0,20.0,2023-01-01,Clothing,0.0
133,David,25.0,Female,300.0,30.0,2023-01-01,Electronics,0.0
134,Eve,25.0,Female,200.0,40.0,,Furniture,15.0
137,David,35.0,Male,300.0,40.0,,Furniture,0.0
138,Bob,20.0,Male,400.0,30.0,2023-01-01,Furniture,0.0
139,Bob,35.0,Male,400.0,20.0,2023-01-01,Grocery,15.0
141,Alice,20.0,Female,100.0,10.0,2023-01-01,Furniture,15.0
142,Eve,25.0,Other,400.0,10.0,,Electronics,10.0
143,David,20.0,Male,100.0,10.0,,Clothing,20.0
144,David,25.0,Male,200.0,30.0,2023-01-01,Grocery,0.0
145,David,35.0,Female,100.0,20.0,,Furniture,5.0
146,David,35.0,Other,400.0,10.0,,Clothing,10.0
147,David,25.0,Female,200.0,10.0,2023-01-01,Grocery,5.0
149,Bob,30.0,Male,200.0,20.0,,Clothing,15.0
150,David,35.0,Male,400.0,20.0,,Grocery,15.0
151,Alice,35.0,Other,100.0,40.0,,Furniture,0.0
152,Alice,30.0,Male,200.0,20.0,,Furniture,15.0
153,Alice,25.0,Female,300.0,20.0,,Grocery,5.0
155,Charlie,25.0,Female,400.0,40.0,,Grocery,0.0
156,Alice,25.0,Male,300.0,10.0,,Electronics,10.0
157,David,35.0,Other,200.0,20.0,,Grocery,15.0
158,Eve,25.0,Female,300.0,20.0,,Grocery,20.0
159,Alice,35.0,Female,200.0,20.0,,Furniture,0.0
161,Charlie,25.0,Male,100.0,20.0,,Grocery,0.0
162,Alice,25.0,Other,200.0,20.0,,Clothing,20.0
163,Eve,25.0,Male,300.0,20.0,,Furniture,5.0
164,Alice,25.0,Male,400.0,20.0,,Furniture,5.0
165,Charlie,25.0,Male,400.0,20.0,,Grocery,5.0
166,Bob,25.0,Female,400.0,20.0,2023-01-01,Clothing,20.0
167,David,25.0,Female,200.0,10.0,,Grocery,10.0
168,Charlie,35.0,Female,200.0,40.0,,Clothing,20.0
169,Alice,35.0,Other,400.0,20.0,,Furniture,20.0
170,David,25.0,Other,200.0,20.0,,Clothing,15.0
171,Alice,35.0,Male,200.0,30.0,,Grocery,5.0
172,Alice,25.0,Male,200.0,40.0,,Electronics,0.0
173,Bob,35.0,Female,100.0,40.0,2023-01-01,Electronics,10.0
174,David,20.0,Male,100.0,40.0,2023-01-01,Clothing,0.0
175,David,20.0,Other,200.0,20.0,,Grocery,15.0
177,Charlie,35.0,Other,200.0,10.0,,Electronics,10.0
178,Alice,35.0,Male,300.0,30.0,,Furniture,0.0
179,Eve,25.0,Male,200.0,40.0,2023-01-01,Grocery,10.0
180,Alice,30.0,Male,200.0,40.0,,Grocery,10.0
181,Alice,25.0,Other,300.0,20.0,2023-01-01,Electronics,5.0
183,Alice,30.0,Male,100.0,20.0,,Furniture,5.0
185,Bob,35.0,Male,200.0,10.0,,Furniture,5.0
186,David,25.0,Male,300.0,40.0,,Electronics,20.0
187,Eve,30.0,Male,400.0,30.0,,Grocery,15.0
188,Alice,35.0,Other,400.0,20.0,2023-01-01,Furniture,15.0
189,Alice,20.0,Male,100.0,20.0,,Grocery,20.0
190,Charlie,25.0,Other,400.0,20.0,,Clothing,10.0
191,Bob,25.0,Male,400.0,40.0,2023-01-01,Clothing,0.0
192,Eve,35.0,Male,400.0,40.0,,Electronics,0.0
193,David,20.0,Male,200.0,40.0,2023-01-01,Electronics,0.0
194,Bob,20.0,Other,100.0,20.0,,Electronics,5.0
195,David,35.0,Female,300.0,10.0,,Clothing,0.0
196,Charlie,25.0,Male,400.0,20.0,,Furniture,0.0
198,Alice,25.0,Male,400.0,20.0,2023-01-01,Electronics,15.0
201,Bob,30.0,Male,400.0,40.0,,Clothing,20.0
202,Charlie,30.0,Other,200.0,40.0,,Furniture,0.0
203,Alice,20.0,Other,200.0,10.0,,Clothing,10.0
204,Alice,25.0,Male,200.0,20.0,,Electronics,10.0
205,David,30.0,Male,200.0,30.0,,Clothing,20.0
206,Charlie,20.0,Male,400.0,20.0,2023-01-01,Clothing,20.0
207,Eve,35.0,Female,400.0,20.0,,Clothing,20.0
208,Charlie,30.0,Other,100.0,10.0,2023-01-01,Electronics,20.0
209,David,25.0,Other,100.0,30.0,,Electronics,5.0
210,David,30.0,Male,300.0,20.0,,Clothing,15.0
211,Charlie,35.0,Male,100.0,30.0,2023-01-01,Clothing,15.0
213,Charlie,25.0,Male,300.0,40.0,,Furniture,5.0
215,Charlie,25.0,Other,200.0,20.0,,Furniture,20.0
216,Charlie,20.0,Other,200.0,30.0,,Furniture,0.0
217,David,25.0,Male,100.0,30.0,,Clothing,10.0
219,Alice,25.0,Male,200.0,30.0,,Furniture,10.0
220,Alice,35.0,Male,400.0,20.0,,Furniture,20.0
221,Bob,30.0,Female,200.0,20.0,,Electronics,20.0
222,Alice,20.0,Other,100.0,40.0,,Furniture,15.0
223,Charlie,20.0,Female,400.0,20.0,2023-01-01,Clothing,20.0
224,David,35.0,Other,300.0,20.0,,Grocery,5.0
225,Alice,35.0,Female,100.0,40.0,,Electronics,0.0
226,Alice,30.0,Male,200.0,20.0,,Grocery,15.0
227,Bob,30.0,Female,300.0,10.0,,Clothing,15.0
228,Bob,25.0,Female,200.0,20.0,2023-01-01,Grocery,10.0
229,Charlie,25.0,Male,300.0,10.0,2023-01-01,Furniture,15.0
230,David,30.0,Other,200.0,10.0,,Grocery,0.0
232,Alice,30.0,Male,200.0,40.0,2023-01-01,Clothing,10.0
234,David,25.0,Female,400.0,30.0,,Grocery,15.0
236,Bob,20.0,Male,400.0,40.0,,Electronics,20.0
237,Alice,20.0,Other,400.0,30.0,,Grocery,0.0
239,Eve,25.0,Other,200.0,20.0,,Furniture,20.0
240,Eve,35.0,Female,200.0,20.0,,Grocery,0.0
241,Charlie,25.0,Male,200.0,30.0,,Electronics,10.0
242,Alice,30.0,Male,200.0,20.0,,Furniture,15.0
243,Alice,20.0,Other,200.0,20.0,2023-01-01,Grocery,5.0
244,Charlie,30.0,Other,200.0,20.0,,Furniture,5.0
245,Charlie,35.0,Male,200.0,20.0,,Grocery,10.0
246,Charlie,30.0,Male,100.0,10.0,,Grocery,5.0
247,David,25.0,Male,200.0,30.0,,Clothing,0.0
249,David,35.0,Male,200.0,20.0,,Grocery,5.0
250,Charlie,35.0,Male,300.0,20.0,,Electronics,5.0
252,David,25.0,Male,200.0,20.0,,Clothing,15.0
255,Alice,35.0,Male,300.0,20.0,,Grocery,10.0
256,Charlie,30.0,Other,200.0,40.0,2023-01-01,Electronics,10.0
257,Alice,30.0,Other,100.0,10.0,,Grocery,0.0
258,Eve,30.0,Female,400.0,20.0,,Electronics,15.0
259,Bob,25.0,Female,300.0,20.0,,Electronics,5.0
260,Bob,30.0,Male,400.0,30.0,,Furniture,0.0
261,Bob,25.0,Male,300.0,20.0,,Grocery,20.0
262,Charlie,25.0,Female,400.0,20.0,,Clothing,15.0
264,Alice,20.0,Male,100.0,20.0,,Furniture,0.0
265,David,35.0,Male,100.0,20.0,,Clothing,10.0
266,Alice,35.0,Male,300.0,10.0,,Grocery,15.0
267,David,25.0,Female,200.0,20.0,,Electronics,10.0
268,Alice,25.0,Male,100.0,10.0,,Grocery,15.0
269,Eve,30.0,Female,100.0,20.0,,Grocery,15.0
270,David,30.0,Female,200.0,20.0,,Furniture,15.0
271,Charlie,35.0,Other,100.0,20.0,,Clothing,20.0
272,Alice,25.0,Male,200.0,10.0,,Furniture,10.0
273,Alice,25.0,Male,200.0,10.0,2023-01-01,Clothing,20.0
274,David,30.0,Other,400.0,20.0,,Furniture,10.0
276,Charlie,30.0,Female,200.0,20.0,,Electronics,20.0
277,Eve,25.0,Male,200.0,20.0,,Electronics,20.0
278,Charlie,35.0,Male,200.0,40.0,,Electronics,0.0
281,Bob,30.0,Male,200.0,20.0,,Electronics,5.0
282,Eve,30.0,Male,400.0,30.0,,Electronics,20.0
283,Alice,35.0,Other,400.0,30.0,,Clothing,5.0
284,David,30.0,Female,400.0,10.0,2023-01-01,Clothing,5.0
285,Alice,25.0,Female,100.0,10.0,2023-01-01,Grocery,15.0
286,Eve,25.0,Male,400.0,40.0,,Furniture,5.0
287,David,30.0,Female,200.0,30.0,2023-01-01,Clothing,5.0
288,Eve,30.0,Male,400.0,40.0,,Clothing,5.0
289,Charlie,25.0,Male,200.0,20.0,,Clothing,10.0
290,David,30.0,Other,300.0,20.0,2023-01-01,Clothing,20.0
292,Alice,35.0,Male,100.0,20.0,,Grocery,5.0
293,Alice,20.0,Other,200.0,20.0,,Clothing,15.0
294,David,25.0,Female,300.0,10.0,,Furniture,10.0
295,David,35.0,Other,200.0,10.0,2023-01-01,Clothing,15.0
297,Eve,30.0,Female,100.0,40.0,,Electronics,5.0
298,Charlie,30.0,Male,200.0,20.0,,Electronics,0.0
299,David,35.0,Female,300.0,30.0,,Grocery,5.0
300,Alice,30.0,Female,100.0,30.0,,Electronics,0.0
301,Eve,25.0,Male,200.0,20.0,,Clothing,10.0
303,Alice,20.0,Female,100.0,20.0,,Grocery,5.0
304,Eve,35.0,Female,200.0,40.0,,Clothing,5.0
305,Charlie,25.0,Male,100.0,20.0,,Electronics,15.0
306,David,35.0,Female,400.0,10.0,,Furniture,5.0
307,Alice,30.0,Other,400.0,20.0,,Clothing,5.0
308,David,30.0,Female,200.0,40.0,2023-01-01,Furniture,20.0
309,Eve,25.0,Male,200.0,10.0,,Furniture,20.0
310,Eve,25.0,Female,100.0,10.0,2023-01-01,Grocery,15.0
312,Charlie,20.0,Male,200.0,20.0,2023-01-01,Electronics,0.0
313,Bob,25.0,Other,400.0,10.0,,Electronics,20.0
314,Alice,20.0,Female,200.0,30.0,,Clothing,10.0
315,Bob,25.0,Other,200.0,40.0,2023-01-01,Electronics,20.0
316,Bob,20.0,Male,300.0,40.0,,Grocery,10.0
317,Charlie,35.0,Male,200.0,20.0,,Electronics,0.0
318,Bob,35.0,Other,200.0,20.0,,Clothing,20.0
319,Bob,30.0,Male,400.0,30.0,,Electronics,5.0
321,Bob,25.0,Male,100.0,20.0,2023-01-01,Furniture,10.0
322,Bob,30.0,Male,100.0,10.0,2023-01-01,Furniture,10.0
323,Bob,35.0,Female,400.0,10.0,,Furniture,0.0
325,Alice,25.0,Male,200.0,20.0,,Grocery,5.0
326,Alice,25.0,Male,200.0,10.0,,Clothing,20.0
328,Eve,30.0,Other,300.0,20.0,,Clothing,0.0
329,Bob,20.0,Male,200.0,20.0,2023-01-01,Grocery,10.0
331,Charlie,20.0,Male,100.0,30.0,,Electronics,5.0
332,Bob,25.0,Other,300.0,20.0,,Grocery,10.0
333,Alice,30.0,Male,200.0,10.0,2023-01-01,Furniture,0.0
335,David,35.0,Male,400.0,10.0,,Grocery,15.0
336,Bob,30.0,Other,300.0,20.0,,Grocery,0.0
338,David,20.0,Male,200.0,40.0,,Furniture,5.0
339,Eve,30.0,Male,200.0,30.0,2023-01-01,Furniture,20.0
340,David,35.0,Male,300.0,40.0,2023-01-01,Grocery,15.0
341,Alice,25.0,Other,400.0,20.0,2023-01-01,Clothing,10.0
342,David,25.0,Female,100.0,30.0,2023-01-01,Grocery,10.0
346,Bob,30.0,Female,400.0,20.0,,Furniture,15.0
347,Charlie,25.0,Male,400.0,30.0,,Electronics,20.0
350,Eve,20.0,Male,100.0,40.0,,Clothing,0.0
351,Bob,25.0,Male,200.0,20.0,,Clothing,10.0
352,Bob,20.0,Female,200.0,20.0,2023-01-01,Grocery,20.0
353,Alice,25.0,Male,200.0,10.0,,Grocery,5.0
354,David,20.0,Other,400.0,20.0,,Grocery,10.0
356,Charlie,25.0,Male,100.0,20.0,,Clothing,5.0
357,David,25.0,Male,100.0,40.0,2023-01-01,Grocery,20.0
358,Eve,20.0,Male,200.0,30.0,,Clothing,0.0
361,David,30.0,Female,300.0,40.0,,Grocery,20.0
364,Eve,20.0,Male,100.0,40.0,,Clothing,0.0
365,David,35.0,Female,200.0,20.0,,Electronics,0.0
366,Eve,25.0,Male,200.0,30.0,,Furniture,5.0
367,David,35.0,Other,100.0,40.0,2023-01-01,Grocery,15.0
368,Charlie,25.0,Female,200.0,40.0,,Electronics,20.0
369,David,35.0,Female,100.0,40.0,,Grocery,20.0
370,Eve,20.0,Female,300.0,10.0,,Electronics,5.0
372,David,30.0,Male,100.0,40.0,,Grocery,5.0
373,Bob,25.0,Female,100.0,20.0,2023-01-01,Electronics,20.0
374,Charlie,35.0,Female,200.0,10.0,,Furniture,20.0
376,Charlie,25.0,Other,200.0,40.0,,Grocery,5.0
377,David,20.0,Male,200.0,20.0,,Grocery,20.0
378,Bob,25.0,Other,300.0,20.0,,Electronics,15.0
379,Bob,30.0,Other,100.0,10.0,,Grocery,5.0
381,Bob,30.0,Male,200.0,10.0,2023-01-01,Clothing,5.0
382,Eve,35.0,Other,400.0,10.0,,Electronics,0.0
383,Alice,25.0,Other,300.0,20.0,,Furniture,5.0
384,David,35.0,Female,200.0,20.0,,Grocery,0.0
386,Alice,30.0,Male,200.0,40.0,,Grocery,10.0
387,Bob,30.0,Male,400.0,20.0,2023-01-01,Furniture,0.0
389,Alice,25.0,Male,200.0,30.0,,Furniture,5.0
391,Alice,35.0,Male,300.0,30.0,,Clothing,0.0
393,Eve,30.0,Male,300.0,20.0,,Furniture,10.0
394,Alice,30.0,Other,300.0,30.0,,Electronics,15.0
395,Eve,30.0,Female,100.0,10.0,2023-01-01,Clothing,0.0
396,Eve,35.0,Female,200.0,40.0,2023-01-01,Grocery,0.0
397,Eve,25.0,Male,200.0,20.0,2023-01-01,Clothing,15.0
398,Charlie,20.0,Female,100.0,20.0,,Clothing,0.0
399,David,25.0,Other,400.0,10.0,,Grocery,5.0
401,Charlie,35.0,Male,200.0,20.0,2023-01-01,Clothing,5.0
402,Eve,30.0,Other,200.0,20.0,,Clothing,0.0
403,Alice,25.0,Male,200.0,30.0,,Electronics,20.0
404,Eve,35.0,Other,100.0,30.0,,Electronics,20.0
405,David,35.0,Female,200.0,30.0,,Furniture,10.0
406,Eve,35.0,Male,200.0,30.0,2023-01-01,Grocery,20.0
409,Eve,25.0,Male,200.0,20.0,,Furniture,20.0
412,Bob,25.0,Female,200.0,30.0,,Electronics,20.0
415,Alice,25.0,Other,100.0,20.0,2023-01-01,Furniture,0.0
416,Eve,35.0,Other,200.0,10.0,,Furniture,20.0
417,Bob,30.0,Other,200.0,40.0,,Clothing,10.0
421,Bob,20.0,Other,400.0,20.0,,Electronics,5.0
423,Bob,20.0,Male,400.0,20.0,,Electronics,5.0
424,Bob,25.0,Male,300.0,20.0,,Clothing,0.0
425,Charlie,25.0,Female,200.0,30.0,,Grocery,20.0
427,Alice,30.0,Male,200.0,20.0,,Furniture,15.0
428,Eve,20.0,Other,300.0,10.0,,Furniture,0.0
430,David,35.0,Other,100.0,40.0,,Electronics,15.0
431,Bob,25.0,Male,300.0,10.0,2023-01-01,Furniture,0.0
432,Alice,20.0,Male,300.0,20.0,,Furniture,0.0
433,David,30.0,Female,200.0,20.0,2023-01-01,Clothing,20.0
434,Charlie,25.0,Male,300.0,10.0,2023-01-01,Clothing,5.0
435,David,25.0,Male,300.0,40.0,,Clothing,10.0
436,David,35.0,Male,200.0,30.0,2023-01-01,Furniture,15.0
437,Bob,25.0,Other,200.0,10.0,2023-01-01,Furniture,10.0
440,Alice,30.0,Male,200.0,40.0,2023-01-01,Electronics,5.0
441,Alice,30.0,Male,400.0,40.0,,Furniture,15.0
444,Charlie,25.0,Male,400.0,10.0,,Clothing,0.0
445,Eve,25.0,Male,400.0,10.0,,Clothing,10.0
446,David,20.0,Other,200.0,10.0,,Clothing,15.0
447,Charlie,35.0,Other,100.0,20.0,,Grocery,5.0
449,Alice,25.0,Male,100.0,40.0,,Clothing,5.0
450,Bob,30.0,Female,400.0,10.0,,Clothing,10.0
451,Charlie,35.0,Male,100.0,20.0,,Furniture,20.0
452,David,30.0,Male,300.0,20.0,,Clothing,0.0
453,Eve,25.0,Male,200.0,40.0,,Furniture,20.0
454,Eve,35.0,Male,100.0,40.0,,Electronics,5.0
455,David,20.0,Other,200.0,30.0,,Clothing,15.0
456,Bob,25.0,Male,300.0,40.0,,Furniture,0.0
457,Eve,25.0,Male,200.0,10.0,,Clothing,10.0
458,Charlie,25.0,Male,300.0,20.0,2023-01-01,Electronics,0.0
459,Bob,35.0,Female,200.0,40.0,2023-01-01,Clothing,15.0
460,Charlie,25.0,Male,200.0,40.0,,Furniture,20.0
461,Alice,20.0,Female,200.0,10.0,,Electronics,5.0
462,Bob,20.0,Other,100.0,30.0,,Electronics,20.0
463,Eve,25.0,Male,200.0,40.0,,Electronics,0.0
464,Bob,30.0,Female,400.0,20.0,,Grocery,15.0
465,Bob,35.0,Male,200.0,20.0,,Furniture,5.0
466,Bob,35.0,Female,100.0,20.0,2023-01-01,Grocery,15.0
467,Bob,30.0,Male,200.0,20.0,,Electronics,15.0
468,Charlie,20.0,Female,100.0,20.0,,Grocery,0.0
469,Alice,20.0,Female,300.0,40.0,2023-01-01,Clothing,20.0
470,David,25.0,Female,200.0,40.0,2023-01-01,Grocery,15.0
472,Eve,25.0,Female,200.0,20.0,,Electronics,15.0
473,Bob,25.0,Male,200.0,40.0,,Electronics,5.0
474,Eve,25.0,Male,200.0,10.0,,Furniture,15.0
475,Charlie,25.0,Male,200.0,30.0,2023-01-01,Clothing,15.0
476,Eve,30.0,Male,200.0,20.0,,Furniture,0.0
477,David,25.0,Male,100.0,20.0,,Grocery,15.0
482,David,30.0,Male,300.0,40.0,,Clothing,0.0
483,Bob,30.0,Female,200.0,20.0,2023-01-01,Grocery,5.0
485,Alice,35.0,Other,400.0,20.0,,Electronics,15.0
486,Charlie,25.0,Male,300.0,20.0,,Grocery,0.0
487,Alice,30.0,Female,200.0,40.0,,Clothing,15.0
489,David,25.0,Male,400.0,20.0,,Clothing,20.0
491,Alice,30.0,Male,100.0,40.0,,Electronics,0.0
492,Eve,30.0,Female,200.0,20.0,,Grocery,5.0
493,David,25.0,Female,400.0,10.0,,Electronics,15.0
495,Eve,35.0,Male,200.0,40.0,,Furniture,20.0
496,Alice,30.0,Male,300.0,20.0,2023-01-01,Grocery,20.0
497,Charlie,25.0,Other,200.0,40.0,,Clothing,10.0
499,Alice,25.0,Female,200.0,20.0,,Electronics,20.0
500,Alice,25.0,Other,200.0,20.0,,Furniture,15.0
502,Alice,20.0,Male,100.0,30.0,2023-01-01,Clothing,20.0
503,Eve,35.0,Male,400.0,20.0,,Electronics,5.0
504,Charlie,25.0,Other,200.0,10.0,2023-01-01,Grocery,10.0
505,Charlie,25.0,Male,200.0,20.0,2023-01-01,Furniture,5.0
510,Alice,25.0,Male,200.0,40.0,,Electronics,0.0
511,Charlie,35.0,Male,400.0,20.0,2023-01-01,Grocery,0.0
512,David,20.0,Male,300.0,20.0,2023-01-01,Clothing,15.0
513,Alice,25.0,Male,400.0,30.0,2023-01-01,Furniture,20.0
516,Charlie,20.0,Other,200.0,30.0,2023-01-01,Grocery,10.0
517,Bob,25.0,Female,200.0,10.0,,Grocery,0.0
518,Eve,35.0,Other,300.0,40.0,2023-01-01,Electronics,0.0
519,Eve,20.0,Male,400.0,10.0,,Electronics,15.0
520,Charlie,20.0,Male,400.0,10.0,2023-01-01,Electronics,20.0
521,David,35.0,Female,300.0,20.0,,Furniture,15.0
522,Alice,25.0,Male,400.0,20.0,,Electronics,15.0
524,Charlie,35.0,Male,300.0,20.0,,Electronics,10.0
525,Eve,20.0,Female,400.0,40.0,2023-01-01,Furniture,20.0
526,David,30.0,Female,100.0,40.0,,Electronics,10.0
527,Eve,25.0,Other,200.0,10.0,,Electronics,15.0
531,Bob,25.0,Male,200.0,20.0,2023-01-01,Electronics,0.0
533,Bob,35.0,Other,300.0,40.0,,Grocery,15.0
534,Eve,25.0,Male,400.0,20.0,,Clothing,20.0
535,Charlie,30.0,Female,100.0,40.0,,Clothing,10.0
537,Charlie,20.0,Other,100.0,30.0,,Furniture,20.0
540,David,30.0,Other,300.0,20.0,,Electronics,5.0
541,Alice,20.0,Female,100.0,20.0,,Furniture,10.0
543,Bob,35.0,Other,100.0,20.0,,Grocery,10.0
544,David,20.0,Male,200.0,10.0,2023-01-01,Clothing,10.0
545,Alice,35.0,Male,400.0,30.0,2023-01-01,Grocery,5.0
546,Eve,20.0,Other,400.0,20.0,,Grocery,20.0
547,Eve,25.0,Male,400.0,20.0,,Grocery,15.0
548,Bob,30.0,Male,400.0,40.0,,Furniture,0.0
549,Alice,25.0,Male,200.0,10.0,,Furniture,10.0
550,Bob,25.0,Male,100.0,10.0,,Furniture,10.0
551,Charlie,25.0,Female,400.0,20.0,,Clothing,10.0
552,Bob,25.0,Male,200.0,20.0,,Electronics,10.0
555,Eve,25.0,Other,300.0,20.0,2023-01-01,Electronics,5.0
557,Charlie,25.0,Male,200.0,40.0,,Grocery,0.0
558,Eve,25.0,Female,400.0,20.0,,Clothing,20.0
560,David,25.0,Female,200.0,10.0,,Clothing,5.0
561,Alice,35.0,Female,300.0,20.0,,Electronics,20.0
563,Eve,25.0,Male,400.0,40.0,,Clothing,0.0
564,David,20.0,Female,200.0,10.0,,Grocery,20.0
565,David,30.0,Female,200.0,40.0,2023-01-01,Grocery,15.0
566,David,30.0,Male,400.0,10.0,,Electronics,15.0
567,Charlie,30.0,Male,200.0,30.0,2023-01-01,Furniture,20.0
569,David,25.0,Male,200.0,10.0,,Grocery,5.0
